ATAC-I2.fastq.gz	ERR9847051
ATAC-R1.fastq.gz	ERR9847051
ATAC-R2.fastq.gz	ERR9847051
RNA-I2.fastq.gz	ERR9847052
RNA-R1.fastq.gz	ERR9847052
RNA-R2.fastq.gz	ERR9847052
